Date,Title,News,Author,Source
Sep 07 2023 | 1:52 PM IST,Responsive Industries hits record high on order win from Indian Railways,"Shares of Responsive Industries hit a fresh record high of Rs 307 as they surged 20 per cent on the BSE in Thursday's intra-day trade after the company bagged contract from the Indian Railways for the 'Garib Rath' initiative.

While the value of the contract was not disclosed, Responsive Industries said bagging two of the nation's most prestigious rail projects -- Garid Rath and Vande Bharat -- underscores the company's unparalleled expertise and commitment to quality. 

""Each association resonates with the company's vision of marrying innovation with the broader ambitions of India's Rail connectivity,"" it said in an exchange filing on Wednesday. 

At 1:30 PM, the shares were ruling about 18 per cent higher at Rs 301 as against 0.13 per cent gain in the benchmark S&P BSE Sensex at 65,965.74 levels. A combined 4.1 million shares have thus far changed hands on the NSE and BSE. 

Over the past three months, shares of the company, engaged in manufacturing of specialised vinyl flooring, SPC, LVT, synthetic leather, and waterproofing membranes, have surged nearly 50 per cent as against 4.3 per cent gain in the benchmark Sensex index. Thus far in this calendar year, the stock has sprinted 118 per cent as against 8 per cent gain in the benchmark. 

India is currently witnessing an unprecedented phase of urbanization, with a significant number of people moving from rural to urban areas. Furthermore, the rapid economic growth has resulted in a considerable rise in disposable income, particularly among the middle-class population, which led to an increased demand for improved living standards and housing facilities. 
",SI Reporter |  |  | ,Business Standard
Sep 07 2023 | 1:30 PM IST,Groww Mutual Fund receives Sebi approval to launch its first index fund,"Online stock broking firm Groww on Thursday announced that the firm has received the approval of the Securities and Exchange Board of India (Sebi) to launch its first index fund — Groww Nifty Total Markets Index Fund — through new fund offering (NFO), according to a report in the Moneycontrol.

Lalit Keshre, co-founder of Groww, wrote on X (formerly Twitter): ""Groww Mutual Fund got approval for its first NFO — Groww Nifty Total Market Index Fund.""

An NFO is the first subscription offering for a new fund offered by an investment company.

According to sources, Groww Mutual Fund submitted draft documents with the Sebi on September 5 for the launch of its index fund.

",BS Web Team |  |  | ,Business Standard
Sep 07 2023 | 12:59 PM IST,"Stock brokers upset over strict penalties, meet NSE, Sebi officials","Brokers are upset with the National Stock Exchange (NSE) on the exchange imposing recurrent penalties, Hindu Businessline (HBL) has reported. Reports say that brokers have been receiving flat penalties ranging from Rs one lakh to Rs five lakh for various issues related to fund allocation, short margin, penalties, upstream-downstream management of client funds, bank balance monitoring, and other reporting requirements.

People aware of the developments said several brokers recently met with the exchange to register their grievances. Apart from this, the Association of National Exchanges Members of India (ANMI), an industry body, has separately written to the NSE regarding the same, the HBL report said.
 
Brokers meeting with Sebi

Brokers also met the Securities and Exchange Board of India (Sebi) officials, who assured brokers of addressing the issue. A senior official at one of the broker firms told HBL that the penalties have severely affected the brokers as they struggle to survive in the fiercely competitive financial landscape.

Another broker said there could be genuine IT-related technical glitches that prevent timely uploading of required files, or accurately capture the amounts for margin penalty. Adding to this, the broker said that the timelines for meeting some of the new regulations are very, very short, and there could be delays in meeting them, the broker told HBL. Exchanges and regulators should consider relaxations in all such cases, he said.

Sebi has made it compulsory for all stock brokers to deposit all client funds to clearing corporations as of September 1. Stock brokers can no longer retain clients' funds on an end-of-day basis.
",BS Web Team |  |  | ,Business Standard
Sep 07 2023 | 12:53 PM IST,Coal India surges 6%: hits over 4-year high on heavy volumes,"Shares of Coal India hit over four-year high of Rs 272, on rallying 6.4 per cent on the BSE in Thursday’s intra-day trade amid heavy volumes. Till 12:22 PM; a combined 48.6 million equity shares representing 0.78 per cent of total equity of Coal India had changed hands on the NSE and BSE. The stock was quoting at its highest level since October 2018.

Coal India
NSE
BSE
10:00
11:00
12:00
13:00
14:00
15:00
250
255
260
265
270
275
280
1D
5D
1M
3M
6M
5Y
MAX
Last Updated: Sep 07 2023 | 03:59 PM IST
Coal India is primarily involved in the mining and production of coal. The major consumers of the company are the power and steel sectors. Consumers from other sectors include cement, fertilizers, brick kilns, etc.

Sustaining its production pace, Coal India produced 52.3 million tonnes (MTs) of coal in August 2023 registering a strong 13.2 per cent over 46.2 MTs of August 2022. The company’s August 2023 production/sales volume continued at the highest-ever level for the fifth successive month in FY24.

",SI Reporter |  |  | ,Business Standard
Sep 07 2023 | 12:08 PM IST,"360 ONE launches global platform 360 ONE Global, appoints new team","360 ONE wealth and alternatives-focused asset management group, earlier known as IIFL Wealth & Asset Management, on Thursday announced the launch of its global platform, 360 ONE Global. It has roped in industry veteran Vikram Malhotra as co-founder and chief executive officer (CEO) of the platform.

360 ONE Global will start the business by developing a product and service proposition for offshore wealth and investment advisory to complement the existing platform in the Indian onshore market, it said in a release.

Malhotra has served as the global market head for Global South Asia & Middle East at the Bank of Singapore. He has over three decades of experience across several institutions, including Barclays, UBS, and ABN AMRO, in countries like Singapore, Hong Kong, Dubai and the UK.

Apart from Malhotra, the 360 ONE Global team will have Arunabh Banerjee and Pankaj Nagrath, who have held leadership roles at the Bank of Singapore and Barclays. They will be stationed at key locations such as Singapore and Dubai.

",Raghav Aggarwal |  |  | ,Business Standard
Sep 07 2023 | 11:48 AM IST,India's $775 bn stock boom at risk as small caps show signs of overheating,"By Ashutosh Joshi and Akshay Chinchalkar

The rally in Indian equities that has swelled the market’s total valuation by $775 billion in a little more than five months has been accompanied by a notable shift in investor preference to smaller stocks.
  That poses risks as gauges of small and mid-cap shares show signs of overheating, and as the domestic economic outlook becomes more clouded ahead of national elections next year.

Smaller companies are seen benefiting more from the ongoing recovery in India’s capital expenditure. Larger stocks, in contrast, have been relatively restrained by worry over the impact of a possible global recession on the nation’s major IT firms, as well as fallout from a short-seller campaign against the sprawling group controlled by billionaire Gautam Adani.

The trend is the opposite to what has been seen in the US stock market, which has been driven by a handful of technology megacaps surging on the boom in artificial intelligence, leaving small caps in the dust.

The Nifty Midcap 100 Index has risen 37 per cent from a March low, compared with a 16 per cent gain in the blue-chip NSE Nifty 50 Index, driving the ratio of the former to the latter to an all-time high. The previous such peak in early 2018 was followed by a drop of about 25 per cent in the midcap gauge over the next nine months, according to data compiled by Bloomberg.

Investors are still looking to bet on one of the world’s fastest growing economies, driving the Southeast Asian nation’s equity benchmarks to a series of record highs over the past two decades. And the shift in leadership away from the biggest names has been fueled by a flood of funds from retail investors, indicating broader participation in the market. 
",Bloomberg |  |  | ,Business Standard
"Sep 07, 2023, 12:04 PM IST","JK Paper, West Coast Paper, Orient Paper, Seshasayee: Paper stocks rally up to 52% in 30 days. Here's why","After defence and railways, one sectoral theme that has delivered solid gains to investors recently is paper. Shares of at least nine paper manufacturers rallied 30-50 per cent in the last one month while 11 others climbed 10-30 per cent during the same period on positive sectoral outlook. Analysts said global pulp prices fell quite a bit between January-May and that Indian industry did not make price corrections. They said the new education policy may boost revenue for the sector in the medium term and that ban on single-use plastics also augers well for paper industry. Many paper companies have also seen improvement in balance sheets over last couple of years, they noted.According to IPMA, paper consumption in India will likely reach 30 million tonnes by March 2027. There is growing demand from sectors such as FMCG and retail for innovative packaging solutions as they reduce dependency on plastics. ""Paper stocks can also benefit from the rising e-commerce shopping as well as ready-to-eat and packaged foods,"" Nuvama said in a note.Shares of West Coast Paper Mills climbed 52 per cent to Rs 740 a piece from Rs 486.60 level a month ago. Ruchira Papers climbed 41 per cent during the same period. It was followed by Seshasayee Paper and Boards Ltd (37 per cent),Star Paper Mills Ltd (35 per cent), Astron Paper & Board Mill Ltd (35 per cent) and Tamil Nadu Newsprint & Papers Ltd (33 per cent).Paper companies are also optimistic on future prospects. In its annual report, Tamil Nadu Newsprint said exports of paper and converted paper products may stay robust in future. A strong and robust domestic demand coupled with strategic exports of both paper and converted paper products augers well for the Indian paper industry, it said.""All the major paper companies have entered next phase of expansion due to high-capacity utilisation and strong balance sheet position, which provides good upside potential to the stock from FY26-FY27 perspective. Our pecking in this space is JK Paper followed by West Coast Paper Mills,"" Nuvama said.Nuvama said that since the new curriculum is being developed after a gap of 15 years, it would eliminate sale of second-hand books and would lead to strong growth for at least 2-3 years. Completely replacing second-hand textbooks can be a huge opportunity for paper companies with a higher realisation, it said.Besides, it noted that there is a lot of plastic substitution happening with the single-use plastic ban. The substitution will create an additional 2-3 lakh TPA. Due to the high capital investment required to set up a new packaging board plant, only a few large players, such as ITC Ltd, JK Paper, and West Coast Paper Mills, can capitalise on the opportunity, Nuvama noted.Genus Paper & Boards, Orient Paper & Industries, Andhra Paper, Pudumjee Paper Products Ltd, Malu Paper Mills and Mohit Paper Mills surged 20-30 per cent in the last one month. JK Paper is up 19 per cent in the one month period. Balkrishna Paper Mills and Emami Paper Mills gained 14-15 per cent for the period.Global pulp prices reached a record high level in 2022-23 as the demand increased sharply post Covid period. This was further aggravated by higher energy cost in Europe triggered by Russia-Ukraine war, JK Paper said in its annual report las month.“The low inventory of pulp led to panic buying which also pushed the prices further higher. Consequent to this paper prices also moved up significantly. Opening up of China post Covid restrictions was expected to keep demand buoyant. However, Q4 of 2022-23 witnessed demand slowdown as China buying did not pick up as expected resulting in inventory of pulp producers shooting up from normal levels of 30 days to 60 days. This triggered a price correction in pulp prices and may hit their lowest level in coming months,” JK Paper said last month.""Now with the softening of international demand, the pulp quantities available for the Indian markets from China and Indonesia have considerably increased. Furthermore, international pulp prices have moderated considerably which has aided the drop in prices of finished paper. In this background, we are currently witnessing a surge in imports of woodfree grades in large volumes. This trend is likely to continue. Further, the Indian industry did not make price corrections at the appropriate time, which made the imported woodfree grades attractive for an Indian convertor/market,"" Nuvama said.","Tarab Zaidi,",BusinessToday
"Sep 06, 2023, 8:20 AM IST","Stocks to watch: Tata Power, NBCC, Vedanta, Tata Motors, Jio Financial, GAIL & ZEE","Tata Power, Tata MotorsTata Motors and Tata Power Renewable Energy (TPREL), a subsidiary of Tata Power, have entered into a Power Purchase Agreement (PPA) to develop a new 12 MWp on-site solar project at Tata Motors’ Pune commercial vehicle manufacturing facility. The installation is collectively expected to generate 17.5 million units of electricity every year, which will meet nearly 17.2 per cent of the annualised requirement, potentially mitigating over 12400 tonnes/kWh of carbon emission each year.NBCCShares of NBCC will be in focus as the company signed an MoU with Kerala State Housing Board (KSHB) for the development of 17.9 acres land parcel of Kerala State Housing Board at Marine Derive, Kochi for an estimated value of Rs 2,000 crore. The project is for development, project management and marketing consultancy, the company said in a BSE filing.Jio Financial ServicesShares of Jio Financial Services Ltd (JFS) will be in focus on Wednesday, as the stock will be excluded from Nifty and other NSE indices from September 7. The stock did not hit the price band on two consecutive trading days and, therefore, the index maintenance sub-committee of NSE indices decided to remove it from various indices effective Thursday. To recall, the JFS stock was excluded from Sensex and other BSE indices from September 1.GAILShares of GAIL Ltd will be in focus on Wednesday morning after Central Bureau of Investigation (CBI) arrested an executive director and a chief general manager of GAIL, along with three others, in an alleged bribery case of Rs 50 lakh in which favours were granted to a Vadodara-based company in two pipeline projects. In a filing to BSE, post market hours, GAIL said no impact can be ascertained or estimated at this stage.ZEE Entertainment EnterprisesShares of ZEE Entertainment Enterprises Ltd (ZEE) will be in focus on Wednesday after the company told stock exchanges that it has been served with an appeal on behalf of IDBI Bank Ltd before the NCLAT, Delhi, challenging the order dated August 10, passed by NCLT Mumbai bench, approving the composite scheme of arrangement amongst ZEE, Bangla Entertainment and Culver Max Entertainment (formerly known as Sony Pictures Networks India).VedantaParent Vedanta Resources (VRL) is in discussions with Standard Chartered Bank for a loan of $1.2 billion to $1.3 billion against brand fee receivables without any restructuring pre-conditions, ET reported. The loan deal, if sealed, will take care of debt repayments until January without the need to restructure the bonds, the report added.Power Grid Corporation of IndiaPower Grid Corporation of India Ltd (Power Grid) has been declared as successful bidder under tariff based competitive bidding to establish inter-state transmission system project. The Letter of Intent (LoI) has been received by Power Grid. The project comprises establishment of a new 765/400kV substation at Dausa, one 765kV D/C Transmission Line, LILO of both circuits of one 765kV D/C Line and LILO of both circuits of one 400kV D/C line at new 765/400kV substation in the state of Rajasthan and associated bay extension works, Power Grid said.Disclaimer: Recommendations provided in this article and/ or any reports attached or relied on herein are authored by an external party. The views expressed herein are those of the respective authors/ entities, and do not represent the views of Business Today (BT). BT does not guarantee, vouch for, endorse any of its contents and hereby disclaims all warranties, express or implied, relating to the same. BT further urges you to consult your financial adviser and seek independent advice regarding the contents herein, including stock investments, mutual funds, general market risks etc.)",Tarab Zaidi,BusinessToday
"Sep 05, 2023, 2:54 PM IST","GAIL executive director among 5 arrested by CBI for allegedly taking Rs 50 lakh bribe, stock falls","The Central Bureau of Investigation (CBI) on Tuesday arrested KB Singh, executive director of the Gas Authority of India Limited (GAIL), for allegedly accepting a bribe of Rs 50 lakh. Four others, including the person who gave the bribe, have also been arrested.The arrest was made after hours-long raids at Singh's residence in Uttar Pradesh's Noida. Searches were also onducted in Delhi and Visakhapatnam.GAIL's stock reacted adversely to the news with it trading at day's low of Rs 122.65 on BSE at 1450 hours on Tuesday. The day's high of GAIL was Rs 127.1.GAIL, which is a Maharatna company under the Ministry of Petroleum and Natural Gas, is the largest natural gas transmission and marketing company in India.Earlier, the CBI registered a case against Amitabha Banerjee, former CMD of Indian Railway Finance Corporation (IRFC) in connection with irregularities in the purchase and distribution of exorbitant gold and non-gold items from funds of IRFC. The FIR into the matter reads that CBI has received a complaint that alleges financial embezzlement on the part of officials of IRFC including Amitabha Banerjee, the then CMD of IRFC (Indian Railway Finance Corporation) in connection with procurement/purchase and distribution of exorbitant gold and non-gold items from funds of IRFC.Besides Singh, the CBI also arrested Director of Vadodara-based Advance Infrastructures Private Limited Surendra Kumar, Chief General Manager of GAIL Davinder Singh, and two other persons Harsh Yadav and Suryavesh, a CBI spokesperson said in a statement.In addition to the arrested individuals, the CBI has also named Advance Infrastructures Private Limited and Senior General Manager of MECON Limited Sunil Kumar as accused in the FIR.''A case was registered... on the allegations that the Executive Director (Projects), GAIL in conspiracy with others was extending undue favour in connection with SAPL (Srikakulam Angul Pipeline) and VAPL (Vijaipur Auraiya Pipeline) Projects of GAIL,'' the spokesperson said.",Jamma Jagannath,BusinessToday
"Sep 04, 2023, 7:23 PM IST",RailTel Corporation shares slip 4% today after hitting one-year high; see tech charts,"Shares of RailTel Corporation of India Ltd settled lower after scaling their fresh one-year high level of Rs 251.20 in a highly volatile trading session. The stock slipped 4.43 per cent to close at Rs 232.05, pausing its five-day sharp upward move. The stock has turned into a multibagger in a year by rallying 129.53 per cent. Turnover on the counter stood at Rs 53.62 crore, commanding a market capitalisation (m-cap) of Rs 7,447.38 crore.Sanjai Kumar, chairman and managing director at RailTel, said, ""Over the past five years, we have consistently achieved growth in total income and in the fiscal year 2023, our income has surpassed Rs 2,000 crore, reaching a new pinnacle. Actually, the company has achieved a record-breaking total income of Rs 2,002 crore, marking a remarkable 27 per cent growth compared to the previous financial year's income of Rs 1,578 crore.""During the fiscal year 2022-23, our operating revenue experienced a significant surge of 27 per cent, reaching a turnover of Rs 1,964 crore, as opposed to Rs 1,548
crore in the preceding financial year, he added.""We are working on the project of installation of an IP-based Video Surveillance System (VSS) at more than 5,000 railway stations and the work at 308 stations has been successfully completed. Railtel is implementing the project of Tunnel Radio Communication systems for various railway sections,"" Kumar also said.RailTel is actively exploring opportunities in related domains such as the modern train communication system and Kavach, he further mentioned.On technical setup, the counter traded higher than the 5-day, 10-, 20-, 30-, 50-, 100-, 150-, 200-day simple moving averages (SMAs). The counter's 14-day relative strength index (RSI) came at 75.52. A level below 30 is defined as oversold while a value above 70 is considered overbought. The company's stock has a price-to-equity (P/E) ratio of 37.28 against a price-to-book (P/B) value of 4.55.The scrip has an analyst target price of Rs 143, Trendlyne data showed, suggesting a potential downside of 38 per cent. It has a one-year beta of 0.92, indicating low volatility on the counter.",Shubham Singh,BusinessToday
"Sep 04, 2023, 6:18 PM IST",BHEL shares hit fresh 52-week high; here's what Prabhudas Lilladher says,"Shares of Bharat Heavy Electricals Ltd (BHEL) rose 3.34 per cent on Monday to scale their fresh one-year high price of Rs 140.65. The stock eventually settled with 1.95 per cent gains at Rs 138.75. The multibagger stock of state-run power firm continued its upward march for the sixth straight session. The counter has ascended by 129.53 per cent in the past one year.Today's fresh up move came on the back of new order win. The company, in an exchange filing, said it has won a prestigious order for country's largest capacity hydro project (2,880 MW Multipurpose Project) against international competitive bidding (ICB). ""The order for the 12x240 MW project located in Roing in the Lower Dibang Valley district of Arunachal Pradesh, has been placed on the company by NHPC,"" it stated.Major equipment for the project will be manufactured by BHEL's plants at Bhopal, Bengaluru, Jhansi and Rudrapur, while the execution activities on-site will be carried out by the company's power sector - eastern region division, Kolkata, it further mentioned.Brokerage Prabhudas Lilladher (PL), in its commentary, said, ""We await order size details. However, execution time frame for this project is likely to be longer duration (9-10 years).""""We believe, pickup in thermal power orders and focus on diversification in segments such as railways, defence, nuclear, hydro augurs well for company in the long term,"" it stated.The company has recently secured an order from NTPC for setting up the 2x800 MW supercritical thermal power project at Lara in Chhattisgarh through ICB. This was in addition to Rs 2,242-crore order from NHPC and Rs 4,000 crore order from an Adani Power arm (Mahan Energen Ltd, erstwhile Essar Power MP).On the stock-specific front, PL said BHEL is currently trading at PE (Price Earnings) of 53.7x/30.5x FY24/25E. The domestic brokerage has given a 'Reduce' call and suggested a lower target price of Rs 67.A technical analyst said support on the counter could be seen at Rs 129.",Shubham Singh,BusinessToday
"Sep 04, 2023, 12:21 PM IST","Number of investable value stocks falls in 2023, says ICICI Securities","The proportion of investable value stocks among the top 1,000 listed companies by market capitalisation (m-cap) has fallen to 10 per cent now against 17 per cent at the start of 2023, ICICI Securities said in a strategy note. At present, the bulk of stocks that fulfil the criteria are largely related to financials, ‘fossil fuel energy’ and other materials, the brokerage said.ICICI Securities said the number of stocks with the minimum quality attribute of trailing return on equity (RoE) of over 14 per cent and earnings yield greater than bond yield, have fallen to 104 from 171 within the universe of the top-1,000 stocks. Out of 104 companies, 73 per cent have private ownership while 27 per cent have government ownership, it said.TABLEICICI Securities said its analysis indicated that the value factor started to outperform since FY21. It attributed the outperformance of the value factor to macro demand in the economy, which is largely emanating from sectors related to the investment cycle that includes the capital intensive sectors related to fossil fuel energy, other materials, apart from engineering and capital goods.It also cited sectors credit cycle accompanied by bottom formation in the NPA cycle; and buoyant demand and emerging price stability in commodities.""Stocks related to the aforementioned sectors are typically capital- intensive, cyclical and value stocks. Our back-testing indicates that as long as the investment, commodity and credit cycle continue to be robust, value stocks will have the necessary catalysts to keep outperforming. Pockets of discretionary consumption are also showing robust demand, but they typically fall under growth stocks,"" it said.Disclaimer: Under no circumstances should any person at this platform make trading decisions based solely on the information discussed herein. You should consult a qualified broker or other financial advisor prior to making any actual investment or trading decisions. All information is for educational and informational use only. Business Today does not guarantee, vouch for, endorse any of its contents and hereby disclaims all warranties, express or implied, relating to the same.","Tarab Zaidi,",BusinessToday
"Sep 04, 2023, 10:19 AM IST","Nifty Bank Outlook: Stiff resistance seen in 44,800-45,000 range; stocks to watch","Nifty Bank formed a bullish candle on the weekly chart, with large wicks on both the higher and lower sides. The index settled the week at 44,436.10 level, which was near its opening level of 44,253.65. It suggests the formation of a ‘Doji’ candle on the weekly chart.The index reached a high of 44,779.65 last week and eventually settled 0.46 per cent higher.On the daily chart, one can see a firm support for Nifty Bank near the 43,800-43,600 range. If the aforementioned support levels are breached, Nifty Bank may continue to fall. Banks such as HDFC Bank and Kotak Mahindra Bank will lead the index downwards. If the index rises, one can expect Axis Bank, which is trading near its all-time high levels, and IndusInd Bank, to outperform.In the PSU banking space, PNB and Canara Bank are expected to go higher and deliver decent gains this week.The Nifty Bank September futures traded at a premium of 165.40 points to the Nifty Bank spot.The Nifty Bank Put option open interest (O) distribution shows that the strike of 44,000 has the highest concentration, which may operate as support for the ongoing expiry. Nifty Bank Call strikes 44,500 and 45,000 have considerable open interest and may act as resistance for the current expiry.Nifty Bank faces stiff barrier between 44,800 and 45,000. If the Bank Nifty crosses the indicated resistance, it may rise to the 45,450 level.(Bagadia is Executive Director at Choice Broking)Disclaimer: Under no circumstances should any person at this platform make trading decisions based solely on the information discussed herein. You should consult a qualified broker or other financial advisor prior to making any actual investment or trading decisions. All information is for educational and informational use only. Business Today does not guarantee, vouch for, endorse any of its contents and hereby disclaims all warranties, express or implied, relating to the same.","Tarab Zaidi,",BusinessToday
"Sep 02, 2023, 2:16 PM IST","Jio Financial circuit filter changed to 20% from 5%, effective from Sept 4","Mukesh Ambani-controlled Jio Financial Services' circuit filter has been changed by BSE from 5 per cent to 20 per cent. The filter will be effective from September 4 (Monday), BSE said in a notification on Saturday. The stock was removed from the BSE Indices, including the benchmark 30-pack Sensex, on September 1.Circuit filters are a price range provided for each index. It contains an upper limit and a lower circuit limit. The index cannot fall below the lower limit or climb above the upper limit. These limits are based on the previous day's closing price.The price band for Shri Venkatesh Refineries, RailTel, India Pesticides and Super Fine Knitters has been revised to 10 per cent.Those for Rishabh Digha Steel & Allied Products, Vertex Securities and RattanIndia Power have been changed to 5 percent.On August 31, Jio Financial marked its third consecutive session of gains and closed at an upper circuit of 5 per cent, reaching Rs 242.50 a share on BSE.JFSL's current market cap stands at Rs 1.47 lakh crore, which is down from Rs 1.61 lakh crore as of July 20.Earlier, the stock was scheduled to be removed on August 23. However, the exclusion was delayed by exchanges as it continued to be locked in the lower circuit.JFSL is currently part of key indices of the BSE and NSE, including the Sensex and Nifty 50.Jio Financial's insurance segment debutOn August 28, RIL Chairman Mukesh Ambani announced in the company's 46th annual general meeting that Jio Financial will enter the insurance segment to offer life, general, and health insurance products, potentially partnering with global players.JFS has tied up with Blackrock to enter into the asset management industry. The new brand in the India market will be eyeing an initial investment of $300 million.Mukesh Ambani on Monday said rhe listing of Jio Financial is equivalent to a mini bonus for our long-term investors. Every shareholder of Reliance has received shares in JFSL on a 1:1 basis following the recent demerger of the financial services business.""Just like Jio and Retail, JFS too will prove to be an invaluable addition to the Reliance ecosystem of customer-facing businesses,"" Ambani said.",Basudha Das,BusinessToday
"Sep 01, 2023, 10:07 PM IST","Warburg Pincus sells 4.2% stake in IDFC FIRST Bank for Rs 2,480 cr; GQG picks up 2.6% stake for Rs 1,527 cr","Warburg Pincus offloaded the shares of IDFC First Bank through its affiliate Cloverdell Investment on the BSE.According to the bulk deal data, Cloverdell Investment sold more than 27.86 crore shares, amounting to a 4.2 per cent stake in IDFC First Bank.The shares were disposed at Rs 89 apiece, taking the aggregate transaction value to Rs 2,480.34 crore.At the end of the June quarter, Warburg Pincus through its affiliates -- Cloverdell Investment and Dayside Investment -- have a shareholding of 8.5 per cent in the private lender IDFC First Bank, shareholding data pattern with the bourse showed.","Jamma Jagannath,",BusinessToday
"Sep 01, 2023, 6:00 PM IST",Emami shares close higher after Citi raises target price by 32%,"Shares of Emami Ltd gained nearly 4% intraday on Friday after brokerage Citi upgraded its rating to ‘buy’ for the FMCG firm. It raised the target price by 32% to Rs 600 from Rs 455 earlier. Shares of Emami rose 3.70% intraday to Rs 543.40 against the previous close of Rs 524 on BSE. The stock opened higher at Rs 542 on BSE. The market capitalisation of Emami rose to Rs 23,797 crore on BSE. A total of 0.26 lakh shares of the firm changed hands amounting to a turnover of Rs 1.39 crore. Later, the stock ended 2.17% higher at Rs 535.35.In terms of technicals, the relative strength index (RSI) of Emami stock stands at 66.9, signaling it's trading neither in the overbought nor in the oversold zone. The stock has a beta of 0.4, indicating low volatility in a year. Emami stock is trading higher than the 5 day, 20 day, 50 day and 100 day and 200 day moving averages. Emami is likely to benefit from investments for its long-term strategic initiatives. The brokerage firm believes that Emami is well placed to benefit from potential recovery in demand trends.The brokerage expects the company's margin to rise, led by input cost moderation. Emami’s management has guided for 200-250 basis points expansion in EBITDA margin in FY24, and has forecast a gross margin improvement.Emami reported a revenue of Rs 833.9 crore in the June 2023 quarter against a revenue of Rs 784.6 crore in the corresponding quarter a year ago. Profit rose to Rs 137.7 crore in Q1 against Rs 72.27 crore in the corresponding quarter of the previous fiscal. Operating profit climbed to Rs 190 crore in Q1 against Rs 173.3 crore in the corresponding quarter of the previous fiscal. ",Shubham Singh,BusinessToday
"Sep 01, 2023, 5:43 PM IST",BHEL shares up 29% this week. Nuvama raises stock price target to Rs 156,"Shares of BHEL climbed 12 per cent in Friday's trade, taking its winning run to the fifth straight day, thanks to a flurry of order inflows including a Rs 4,000 crore order from NTPC this week. For the day, the stock jumped 12.2 per cent to settle at Rs 136.10. It was up 29.24 per cent for the week.Nuvama Institutional Equities sees fresh thermal ordering over the next four–five years at 30 GW and said BHEL could bag 50 per cent of those orders. It noted that the NTPC’s Lara Stage-II (2 x 800MW) supercritical thermal project, could take BHEL's year-to-FY24 order inflow to Rs 30,000–34,000 crore (against Rs 23,500 crore in FY23).""With peak power demand/deficit exceeding 230/8.5GW (as on 29 August), the case for accelerated thermal capex – outlined in the NEP – is stronger,"" it said.In its base case, Nuvama sees 3GW per year of thermal order inflow for BHEL, in addition to the base order inflows of Rs 15,000–20,000 crore, potentially driving an EPS CAGR of 83 per cent over FY23–26E. ""We are raising FY25/26E EPS by 24 per cent/25 per cent, yielding an increased target of Rs 156 (discounted to Mar-25E; earlier Rs 125),"" Nuvama said.",Shubham Singh,BusinessToday
"Sep 07, 2023, 3:55 PM IST",HCL Technologies shares hit 52-week high after winning multi-year deal from Siemens,"HCL Technologies stock gained 1.70% to a high of Rs 1256.80 against the previous close of Rs 1235.70 on BSE. The stock opened higher at Rs 1236.05 against the previous close of Rs 1235.70 on BSE. Total 0.51 lakh shares of the firm changed hands amounting to a turnover of Rs 6.40 crore on BSE. Market cap of the firm climbed to Rs 3.40 lakh crore.In terms of technicals, the relative strength index (RSI) of the stock stands at 72.4, signaling the stock is trading in the overbought zone. HCL Technologies stock has a one-year beta of 0.9, indicating low volatility during the period. HCL Technologies shares are trading higher than the 5 day, 20 day, 50 day, 100 day and 200 day moving averages.HCL Technologies stock has gained 34.69 per cent in one year and risen 20.77 per cent since the beginning of this year. In a month, the stock has gained 9 per cent.HCL Tech will focus on automating the public cloud environment while adhering to Siemens’ high security standards. HCL Tech will migrate and operate Siemens’ infrastructure on AWS and Azure and ensure its cloud resources are optimised, secure and scalable, allowing the company to focus on its core business. HCL Tech has been selected as one of the preferred global suppliers in horizontal IT infrastructure services.“In HCL Tech, we found a partner who can help us innovate and scale effortlessly on a strong cloud foundation, strengthen our agility and competitiveness and help us maximize business value from our cloud transformation initiatives,” said Anne Hadler, Head of IT Governance and Cross Functional Services, Siemens AG.“Germany is a strategic market for HCL Tech and our engagement with Siemens is testament to our continued growth in the region. We are excited to be partnering with Siemens and powering its cloud transformation with our Managed Public Cloud Services,” said Ashish K Gupta, Chief Growth Officer, Europe and Africa, Diversified Industries, HCL Tech.",Tarab Zaidi,BusinessToday
"Sep 07, 2023, 2:42 PM IST",JTL Industries shares jump 8% to hit 52-week high as stock trades ex-bonus,"Shares of JTL Industries rose sharply during the trading session on Thursday and hit its new 52-week high during the session as the stock traded ex-bonus. The company had announced the issue of bonus shares in a 1:1 ratio in August, which was approved by its shareholders in its annual general meeting (AGM) held on August 30, 2023.

September 7 was set as the record date for the purpose of ascertaining the eligibility of shareholders for issuance of bonus shares in the given ratio. It means that every investor will get one bonus equity share for every one existing equity share held as of the record date, that is Thursday.

JTL Industries surged 8 per cent to Rs 227.85 on an adjusted basis, before giving up its gains partially, commanding a total market capitalization of more than Rs 3,700 crore. The scrip had settled at Rs 211.05 in the previous trading session on Wednesday.

The stock has gained more than 145 per cent from its 52-week lows at Rs 92.85 hit in September 2022. The stock has rallied about 55 per cent in the last one month. The stock has zoomed a whopping 3,000 per cent from its Covid-19 lows of Rs 7.2 hit in May 2022.

For the quarter ended on June 30, 2023, JTL Industries reported a more than double net profit to Rs 25.37 crore. The company had posted a net profit of Rs 12.07 crore in the same quarter previous year. The total revenue from the operations increased 38 per cent to Rs 504.80 crore in Q1FY24, from Rs 368.04 crore in the same quarter previous year.

JTL Industries, formerly known as JTL Infra, is the largest producer of electric resistance welded (ERW) steel pipes in India, with a capacity to produce more than 6 lakh metric tons per annum. The company also exports its products to various offshore markets.",Tarab Zaidi,BusinessToday
